row_id,ambiguous_query,patient_context,ground_truth,label,food_phrase,decision,agent_state,family_name,max_belief,n_hypotheses_init,n_hypotheses_final,entropy_init,entropy_final,candidates_init,candidates_final,turns,stop_reason,abstained,question_log,clarified_query,response,label_binary,pred_binary,correct,entropy_reduction
399,Is quinoa salad a good choice for dinner?,heart disease,heart disease,okay,quinoa salad,OKAY,ANSWER,,1.0,3,1,1.585,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",2,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Is quinoa salad a good choice for dinner?
Clarification answers:
  - Gastroparesis: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,1.585
400,Should I avoid fizzy drinks like cola?,GERD,GERD,not_okay,fizzy drinks like cola,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Gastritis""}, {""name"": ""Pregnancy""}, {""name"": ""Migraine""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Obesity""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]","[{""name"": ""Gastroesophageal Reflux Disease""}]",5,confirmed_risky,False,"[{""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": true, ""ig"": 0.5436, ""max_b"": 1.0}]","Food query: Should I avoid fizzy drinks like cola?
Clarification answers:
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Gastroesophageal Reflux Disease: Yes

KG risk conditions: Gastroesophageal Reflux Disease.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
401,Is having a cup of coffee okay for my arrhythmia?,arrhythmia,arrhythmia,not_okay,a cup of coffee okay,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Gastritis""}, {""name"": ""Pregnancy""}, {""name"": ""Migraine""}, {""name"": ""Peptic Ulcer Disease""}, {""name"": ""Hypertension""}, {""name"": ""Atrial Fibrillation""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Cardiac Arrhythmia""}, {""name"": ""Ulcerative Colitis""}, {""name"": ""Osteoporosis""}]","[{""name"": ""Cardiac Arrhythmia""}, {""name"": ""Ulcerative Colitis""}, {""name"": ""Osteoporosis""}]",9,belief_concentrated,False,"[{""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:0b1e9b6d6668"", ""name"": ""Pregnancy"", ""question"": ""Do you have Pregnancy?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:a4964a16eae2"", ""name"": ""Migraine"", ""question"": ""Do you have Migraine?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:9b8acc8ea84b"", ""name"": ""Peptic Ulcer Disease"", ""question"": ""Do you have Peptic Ulcer Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e6e34548da9"", ""name"": ""Atrial Fibrillation"", ""question"": ""Do you have Atrial Fibrillation?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is having a cup of coffee okay for my arrhythmia?
Clarification answers:
  - Gastroesophageal Reflux Disease: No
  - Gastritis: No
  - Pregnancy: No
  - Migraine: No
  - Peptic Ulcer Disease: No
  - Hypertension: No
  - Atrial Fibrillation: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No

KG risk conditions: Cardiac Arrhythmia, Ulcerative Colitis, Osteoporosis.",OKAY,NOT OKAY,OKAY,False,2.0
402,Would a bowl of oatmeal be suitable for breakfast?,cholesterol,cholesterol,okay,bowl of oatmeal,OKAY,ANSWER,,1.0,3,1,1.585,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",2,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Would a bowl of oatmeal be suitable for breakfast?
Clarification answers:
  - Gastroparesis: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,1.585
403,I'm thinking about eating salmon sushi. Is that appropriate?,type 1 diabetes,type 1 diabetes,okay,salmon sushi,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Fish Allergy""}, {""name"": ""Gastritis""}, {""name"": ""Wheat Allergy""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Irritable Bowel Syndrome""}]","[{""name"": ""Type 1 Diabetes Mellitus""}]",2,confirmed_risky,False,"[{""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: I'm thinking about eating salmon sushi. Is that appropriate?
Clarification answers:
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: Yes

KG risk conditions: Type 1 Diabetes Mellitus.",OKAY,OKAY,OKAY,True,3.585
404,Is it wise to consume spicy taco beef?,IBS,IBS,not_okay,spicy taco beef,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Irritable Bowel Syndrome""}, {""name"": ""Gastritis""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Non-Celiac Gluten Sensitivity""}]","[{""name"": ""Irritable Bowel Syndrome""}]",9,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:af72e20ce531"", ""name"": ""Wheat Allergy"", ""question"": ""Do you have Wheat Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:5b7f792d1ef4"", ""name"": ""Irritable Bowel Syndrome"", ""question"": ""Do you have Irritable Bowel Syndrome?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is it wise to consume spicy taco beef?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: No
  - Chronic Kidney Disease: No
  - Coronary Artery Disease: No
  - Gastroesophageal Reflux Disease: No
  - Wheat Allergy: No
  - Irritable Bowel Syndrome: Yes

KG risk conditions: Irritable Bowel Syndrome.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
405,Can I have a berry smoothie?,hypothyroidism,hypothyroidism,okay,berry smoothie,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Obesity""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}]","[{""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}]",9,belief_concentrated,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:47568e204552"", ""name"": ""Metabolic Syndrome"", ""question"": ""Do you have Metabolic Syndrome?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:45dd652035fd"", ""name"": ""Non-Alcoholic Fatty Liver Disease"", ""question"": ""Do you have Non-Alcoholic Fatty Liver Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:75c63ec63e46"", ""name"": ""Hypertriglyceridemia"", ""question"": ""Do you have Hypertriglyceridemia?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:9f8251416f7e"", ""name"": ""Obesity"", ""question"": ""Do you have Obesity?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Can I have a berry smoothie?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Chronic Kidney Disease: No
  - Metabolic Syndrome: No
  - Non-Alcoholic Fatty Liver Disease: No
  - Hypertriglyceridemia: No
  - Obesity: No

KG risk conditions: End-Stage Renal Disease, Coronary Artery Disease, Congestive Heart Failure.",OKAY,OKAY,OKAY,True,2.0
406,Is it okay to eat a hard-boiled egg?,congestive heart failure,congestive heart failure,okay,hard-boiled egg,OKAY,ANSWER,,0.0,0,0,0.0,0.0,[],[],0,all_denied,False,[],Food query: Is it okay to eat a hard-boiled egg?,OKAY,OKAY,OKAY,True,0.0
407,Can I eat a slice of pepperoni pizza?,high cholesterol,high cholesterol,not_okay,pepperoni pizza,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Prediabetes""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Gastritis""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Milk Allergy""}, {""name"": ""Wheat Allergy""}]","[{""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Milk Allergy""}, {""name"": ""Wheat Allergy""}]",9,belief_concentrated,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Can I eat a slice of pepperoni pizza?
Clarification answers:
  - Prediabetes: No
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Coronary Artery Disease: No
  - Gastritis: No

KG risk conditions: Gastroesophageal Reflux Disease, Milk Allergy, Wheat Allergy.",OKAY,NOT OKAY,OKAY,False,2.0
408,Would a bowl of quinoa salad be a good choice for me?,diabetes,diabetes,okay,bowl of quinoa salad be,OKAY,ANSWER,,1.0,3,1,1.585,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",2,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Would a bowl of quinoa salad be a good choice for me?
Clarification answers:
  - Gastroparesis: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,1.585
409,I'm thinking of having a glass of red wine. Is that safe?,atrial fibrillation,atrial fibrillation,not_okay,a glass of red wine,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Atrial Fibrillation""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Gastritis""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Pregnancy""}, {""name"": ""Liver Cirrhosis""}, {""name"": ""Peptic Ulcer Disease""}, {""name"": ""Liver Disease""}, {""name"": ""Gout""}, {""name"": ""Epilepsy""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]","[{""name"": ""Atrial Fibrillation""}]",1,confirmed_risky,False,"[{""cid"": ""COND:5e6e34548da9"", ""name"": ""Atrial Fibrillation"", ""question"": ""Do you have Atrial Fibrillation?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: I'm thinking of having a glass of red wine. Is that safe?
Clarification answers:
  - Atrial Fibrillation: Yes

KG risk conditions: Atrial Fibrillation.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
410,Should I avoid eating grapefruit with my condition?,high blood pressure,high blood pressure,not_okay,grapefruit,NOT OKAY,ANSWER,,1.0,6,1,2.585,0.0,"[{""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Gastritis""}, {""name"": ""Peptic Ulcer Disease""}, {""name"": ""Hypertension""}, {""name"": ""Ulcerative Colitis""}, {""name"": ""Pregnancy""}]","[{""name"": ""Hypertension""}]",4,confirmed_risky,False,"[{""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.2}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.25}, {""cid"": ""COND:9b8acc8ea84b"", ""name"": ""Peptic Ulcer Disease"", ""question"": ""Do you have Peptic Ulcer Disease?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 0.3333}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": true, ""ig"": 0.9183, ""max_b"": 1.0}]","Food query: Should I avoid eating grapefruit with my condition?
Clarification answers:
  - Gastroesophageal Reflux Disease: No
  - Gastritis: No
  - Peptic Ulcer Disease: No
  - Hypertension: Yes

KG risk conditions: Hypertension.",NOT OKAY,NOT OKAY,NOT OKAY,True,2.585
411,Is having baked salmon okay for dinner?,hyperthyroidism,hyperthyroidism,okay,baked salmon,OKAY,ANSWER,,1.0,7,1,2.8074,0.0,"[{""name"": ""Chronic Kidney Disease""}, {""name"": ""Fish Allergy""}, {""name"": ""Gout""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Shellfish Allergy""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Nephrolithiasis""}]","[{""name"": ""Nephrolithiasis""}]",6,belief_concentrated,False,"[{""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.1667}, {""cid"": ""COND:54414c91de37"", ""name"": ""Fish Allergy"", ""question"": ""Do you have Fish Allergy?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.2}, {""cid"": ""COND:660abd6d6c2b"", ""name"": ""Gout"", ""question"": ""Do you have Gout?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.25}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 0.3333}, {""cid"": ""COND:63d294bff500"", ""name"": ""Shellfish Allergy"", ""question"": ""Do you have Shellfish Allergy?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:75c63ec63e46"", ""name"": ""Hypertriglyceridemia"", ""question"": ""Do you have Hypertriglyceridemia?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Is having baked salmon okay for dinner?
Clarification answers:
  - Chronic Kidney Disease: No
  - Fish Allergy: No
  - Gout: No
  - Congestive Heart Failure: No
  - Shellfish Allergy: No
  - Hypertriglyceridemia: No

KG risk conditions: Nephrolithiasis.",OKAY,OKAY,OKAY,True,2.8074
412,Would apple pie be suitable for dessert?,type 2 diabetes,type 2 diabetes,not_okay,would apple pie,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Milk Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Lactose Intolerance""}]","[{""name"": ""Type 2 Diabetes Mellitus""}]",2,confirmed_risky,False,"[{""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: Would apple pie be suitable for dessert?
Clarification answers:
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: Yes

KG risk conditions: Type 2 Diabetes Mellitus.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
413,I'm craving almonds. Can I have some?,heart disease,heart disease,okay,lmonds. can i have some,OKAY,ANSWER,,0.0,0,0,0.0,0.0,[],[],0,all_denied,False,[],Food query: I'm craving almonds. Can I have some?,OKAY,OKAY,OKAY,True,0.0
